,Emotion,Text
3070,sadness,"The day I was to receive my gold-medal for the M.A, my grandmother, who I loved very much, died after an illness.  She  died a few hours before the convocation.  While I was attending the convocation I had to control my grief as she would not have liked me to miss it.  It was a day she had been waiting for, but did not get to see. "
3071,joy,The time I first saw my cousin who is living in Tanzania.
3072,fear,When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment.
3073,neutral,Mom . My legs are killing me . 
3074,sadness," I have asked for a talk again , but she refused and said she wanted to be quiet . "
3075,sadness, Oh my god . Please save her life . 
3076,sadness, That's disappointing . I was really looking forward to it . 
3077,fear,"Gascoigne is the first Englishman to fill the role since Bobby Charlton , a man whose absence from a team sheet spread dismay among team-mates and supporters alike . "
3078,fear,being single for the rest of my life and never being able to start a family to share my success and accomplishment with :(
3079,neutral, nothing . 
3080,anger,I was very angry one day when my husband ignored me and slept      on a separate bed.  He had no reasons to doubt me or to neglect me and I had never imagined that he could do such a thing.
3081,anger,A chief was unjustly punished on an autumn brigade and the one who was really guilty kept silent. I stepped in front and told the truth. The guilty chief called me in after the roll-call and threatened me.
3082,joy," Hey , wouldn't it be great if we could go to Thailand together sometime ? "
3083,joy,"I had not seen my brother for five years as he was not in Spain.   When he arrived at the airport, I felt great joy."
3084,fear,Roberts looked nervous but kept a fixed smile . 
3085,anger, It's all your fault ! Now we can't get in shopping . 
3086,fear,Listening to parents in the playground and at more formal events such as parents ' evenings should alert staff to early stages of parental disquiet . 
3087,neutral, maybe you can come to the bar one day and I ’ ll show you around . 
3088,joy,"After waiting impatiently for the results of the form 5 examinations for almost a year, at last I received a letter of acceptance from the Senate of the university of Zambia telling me that I had made it to the first year course at university."
3089,neutral," The food was excellent , but Jane ordered a birthday cake , which they forgot about . So as you can see , you were not the only one . "
3090,fear,Small talk is a bi 
3091,anger,"I was angered by a classmate who poured soup on to my clothes. He was trying to use a short-cut method in getting his supper. Coming behind my back, he wasn't noticed by me and as I was retreating from a hungry congested people I knocked his plate with my head. He didn't accept being wrong but blamed me for pouring his soup."
3092,anger,I was once this week angry when soemone trying to compress my mind due to his nonsense speech which himself could not tolerate at all.
3093,joy,"He 's a very contented baby , a joy to his parents and big sister , and today at nine weeks old ( 40+3 ) , he smiled at us for the first time . "
3094,sadness,When I heard the news of the death of my father.  It was in the evening and I was alone all night in my room trying to remember the face of my father.
3095,anger,The Government resolutely refused to comment until in January 1978 we suddenly heard that an exasperated Lord Rosebery had broken off the sale and given Sotheby 's the go-ahead to auction the contents in May . 
3096,sadness,"Then they walked away , humbled and dejected . "
3097,fear,"Once our school class went skiing. On a steep slope a boy standing behind me lost his balance, fell down and drew me with him. I slided down the whole slope. At about 1 m distance from a tree I could stop."
3098,joy,It was the first time that I gave a birthday present to my friend.   She wrote me a letter as she is my girlfriend.  The content of the letter was so sweet that it made me feel very happy. 
3099,sadness,"I saw a dead child which was not covered, it had been knocked down by a car."
3100,anger,"A gang of local ruffians was passing by and , when they saw what was happening , became infuriated against Richard Baxter . "
3101,joy,"Coming to this lecture and listen to you talking about feelings, I am so happy that foreigners have the same feelings as Chinese."
3102,sadness,"When my father passed away of cancer, I was extremely saddened. He was not very old, which made matters worse. The actual death was horrendous, but the moving funeral saddened me more so."
3103,sadness,Cooks refused to give me food.
3104,anger,"At the sixth congress , in 1986 , irate delegates rejected a ridiculously optimistic programme that had been drafted in secret by Le Duan , the then secretary-general . "
3105,fear,When for the first time I rode on a motorcycle with my brother.  He was going so fast that I felt that I would fall off without my brother realizing it.
3106,fear,"I live outside Graz - so I have to go by bus. One day I went home from the bus stop alone. It was dark, I had to go through a forest and there was a dark figure behind me. I was very frightened."
3107,fear,When I saw a dead body in the mortuary I became afraid and I was filled with fear.
3108,sadness,At the beginning of the year I moved to a new city - I felt sad as I had to leave many friends and family members behind.
3109,sadness,"This condition accumulated in my mind when funeral news was brought to my awareness, that a close relative had passed away."
3110,joy, That's a good idea . I hear Mary and Sally often go there to play pingpong . Perhaps we can make a foursome with them . 
3111,anger,One day I was angry with my friend who went into my drawer and took a piece of paper on which I wanted to write a letter and used it for her business without my knowledge.
3112,joy,"When I went to the pub with a large group of friends, we drank and danced."
3113,sadness," Me ? Cook our dinners ? Hah ! You will be cooking , dear . You will cook . "
3114,joy,When I saw that I had passed the university entrance exam.  It made me forget all my problems.
3115,neutral, Yes . 
3116,sadness," I know , Janet . I just walked out and forgot it completely . I ’ ll go home and get it at noon , all right ? "
3117,neutral, What is it ? 
3118,anger,A girl I was with went off with another guy.
3119,fear,@HayleyDocherty @jamieeblack I know your joking cos it's all  in the family. Thought of drink gives me 
3120,anger,"Lin Foh seemed incensed , but kept his voice down as they reached the outside steps of the Coroner 's Court . "
3121,sadness,"Meanwhile the dejected opposition leader , John Hewson , reacted to his crushing defeat yesterday by abandoning key policies which he had trumpeted as essential for Australia . "
